trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN5260F4542041:2025-06-17T23:52:01Z,09:26:00,09:30:00,StopPoint:OCETGV INOUI-87111849,5,,0,0,
OCESN5260F4542041:2025-06-17T23:52:01Z,09:39:00,09:45:00,StopPoint:OCETGV INOUI-87271494,6,,0,0,
OCESN5260F4542041:2025-06-17T23:52:01Z,10:40:00,10:40:00,StopPoint:OCETGV INOUI-87286005,7,,1,0,
OCESN5260F4542043:2025-06-17T23:52:01Z,06:05:00,06:05:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN5260F4542043:2025-06-17T23:52:01Z,06:46:00,06:49:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN5260F4542043:2025-06-17T23:52:01Z,07:30:00,07:33:00,StopPoint:OCETGV INOUI-87575001,2,,0,0,
OCESN5260F4542043:2025-06-17T23:52:01Z,08:47:00,08:55:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5260F4542043:2025-06-17T23:52:01Z,09:26:00,09:30:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5260F4542043:2025-06-17T23:52:01Z,09:42:00,09:48:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5260F4542043:2025-06-17T23:52:01Z,10:44:00,10:44:00,StopPoint:OCETGV INOUI-87286005,6,,1,0,
OCESN5276F4542045:2025-06-17T23:52:01Z,08:08:00,08:08:00,StopPoint:OCETGV INOUI-87481002,0,,0,1,
OCESN5276F4542045:2025-06-17T23:52:01Z,08:45:00,08:48:00,StopPoint:OCETGV INOUI-87484006,1,,0,0,
OCESN5276F4542045:2025-06-17T23:52:01Z,09:27:00,09:30:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5276F4542045:2025-06-17T23:52:01Z,10:18:00,10:22:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5276F4542045:2025-06-17T23:52:01Z,10:53:00,10:58:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5276F4542045:2025-06-17T23:52:01Z,11:10:00,11:16:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5276F4542045:2025-06-17T23:52:01Z,12:09:00,12:09:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5276F4542046:2025-06-17T23:52:01Z,08:08:00,08:08:00,StopPoint:OCETGV INOUI-87481002,0,,0,1,
OCESN5276F4542046:2025-06-17T23:52:01Z,08:46:00,08:49:00,StopPoint:OCETGV INOUI-87484006,1,,0,0,
OCESN5276F4542046:2025-06-17T23:52:01Z,09:27:00,09:30:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5276F4542046:2025-06-17T23:52:01Z,10:18:00,10:24:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5276F4542046:2025-06-17T23:52:01Z,10:55:00,11:00:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5276F4542046:2025-06-17T23:52:01Z,11:09:00,11:16:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5276F4542046:2025-06-17T23:52:01Z,12:09:00,12:09:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5278F4542049:2025-06-17T23:52:01Z,14:08:00,14:08:00,StopPoint:OCETGV INOUI-87481002,0,,0,1,
OCESN5278F4542049:2025-06-17T23:52:01Z,14:45:00,14:48:00,StopPoint:OCETGV INOUI-87484006,1,,0,0,
OCESN5278F4542049:2025-06-17T23:52:01Z,15:27:00,15:30:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5278F4542049:2025-06-17T23:52:01Z,16:18:00,16:26:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5278F4542049:2025-06-17T23:52:01Z,16:57:00,17:02:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5278F4542049:2025-06-17T23:52:01Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87271494,5,,1,0,
OCESN5278F4542052:2025-06-17T23:52:01Z,14:08:00,14:08:00,StopPoint:OCETGV INOUI-87481002,0,,0,1,
OCESN5278F4542052:2025-06-17T23:52:01Z,14:45:00,14:48:00,StopPoint:OCETGV INOUI-87484006,1,,0,0,
OCESN5278F4542052:2025-06-17T23:52:01Z,15:27:00,15:30:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5278F4542052:2025-06-17T23:52:01Z,16:18:00,16:28:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5278F4542052:2025-06-17T23:52:01Z,16:59:00,17:03:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5278F4542052:2025-06-17T23:52:01Z,17:15:00,17:15:00,StopPoint:OCETGV INOUI-87271494,5,,1,0,
OCESN5280F4542053:2025-06-17T23:52:01Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542053:2025-06-17T23:52:01Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542053:2025-06-17T23:52:01Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542053:2025-06-17T23:52:01Z,13:49:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4542053:2025-06-17T23:52:01Z,14:25:00,14:29:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4542053:2025-06-17T23:52:01Z,14:42:00,14:47:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4542053:2025-06-17T23:52:01Z,15:41:00,15:41:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4542054:2025-06-17T23:52:01Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542054:2025-06-17T23:52:01Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542054:2025-06-17T23:52:01Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542054:2025-06-17T23:52:01Z,13:49:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4542054:2025-06-17T23:52:01Z,14:25:00,14:29:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4542054:2025-06-17T23:52:01Z,14:42:00,14:47:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4542054:2025-06-17T23:52:01Z,15:41:00,15:41:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4542055:2025-06-17T23:52:01Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542055:2025-06-17T23:52:01Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542055:2025-06-17T23:52:01Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542055:2025-06-17T23:52:01Z,13:49:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4542055:2025-06-17T23:52:01Z,14:25:00,14:29:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4542055:2025-06-17T23:52:01Z,14:42:00,14:47:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4542055:2025-06-17T23:52:01Z,15:41:00,15:41:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4542056:2025-06-17T23:52:01Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542056:2025-06-17T23:52:01Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542056:2025-06-17T23:52:01Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542056:2025-06-17T23:52:01Z,13:49:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4542056:2025-06-17T23:52:01Z,14:25:00,14:29:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4542056:2025-06-17T23:52:01Z,14:42:00,14:47:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4542056:2025-06-17T23:52:01Z,15:41:00,15:41:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4542057:2025-06-17T23:52:01Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542057:2025-06-17T23:52:01Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542057:2025-06-17T23:52:01Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542057:2025-06-17T23:52:01Z,13:49:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4542057:2025-06-17T23:52:01Z,14:26:00,14:31:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4542057:2025-06-17T23:52:01Z,14:41:00,14:53:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4542057:2025-06-17T23:52:01Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4542058:2025-06-17T23:52:01Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542058:2025-06-17T23:52:01Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542058:2025-06-17T23:52:01Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542058:2025-06-17T23:52:01Z,13:49:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4542058:2025-06-17T23:52:01Z,14:26:00,14:31:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4542058:2025-06-17T23:52:01Z,14:41:00,14:53:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4542058:2025-06-17T23:52:01Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4542059:2025-06-17T23:52:01Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542059:2025-06-17T23:52:01Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542059:2025-06-17T23:52:01Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542059:2025-06-17T23:52:01Z,13:49:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4542059:2025-06-17T23:52:01Z,14:26:00,14:31:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4542059:2025-06-17T23:52:01Z,14:41:00,14:53:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4542059:2025-06-17T23:52:01Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4542060:2025-06-17T23:52:01Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542060:2025-06-17T23:52:01Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542060:2025-06-17T23:52:01Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542060:2025-06-17T23:52:01Z,13:49:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4542060:2025-06-17T23:52:01Z,14:26:00,14:31:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4542060:2025-06-17T23:52:01Z,14:41:00,14:53:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4542060:2025-06-17T23:52:01Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4542062:2025-07-17T23:13:36Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542062:2025-07-17T23:13:36Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542062:2025-07-17T23:13:36Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542062:2025-07-17T23:13:36Z,13:49:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4542062:2025-07-17T23:13:36Z,14:26:00,14:31:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4542062:2025-07-17T23:13:36Z,14:41:00,14:57:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4542062:2025-07-17T23:13:36Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4542063:2025-06-17T23:52:01Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542063:2025-06-17T23:52:01Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542063:2025-06-17T23:52:01Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542063:2025-06-17T23:52:01Z,13:53:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4542063:2025-06-17T23:52:01Z,14:25:00,14:29:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4542063:2025-06-17T23:52:01Z,14:42:00,14:47:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4542063:2025-06-17T23:52:01Z,15:41:00,15:41:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4542064:2025-06-17T23:52:01Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542064:2025-06-17T23:52:01Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542064:2025-06-17T23:52:01Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542064:2025-06-17T23:52:01Z,13:53:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4542064:2025-06-17T23:52:01Z,14:25:00,14:29:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4542064:2025-06-17T23:52:01Z,14:42:00,14:47:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4542064:2025-06-17T23:52:01Z,15:41:00,15:41:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4542065:2025-06-17T23:52:01Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542065:2025-06-17T23:52:01Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542065:2025-06-17T23:52:01Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542065:2025-06-17T23:52:01Z,13:49:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4542065:2025-06-17T23:52:01Z,14:27:00,14:31:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4542065:2025-06-17T23:52:01Z,14:41:00,14:57:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4542065:2025-06-17T23:52:01Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4542066:2025-06-17T23:52:01Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542066:2025-06-17T23:52:01Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542066:2025-06-17T23:52:01Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542066:2025-06-17T23:52:01Z,13:49:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4542066:2025-06-17T23:52:01Z,14:27:00,14:31:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4542066:2025-06-17T23:52:01Z,14:41:00,14:57:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4542066:2025-06-17T23:52:01Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4542067:2025-06-17T23:52:01Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542067:2025-06-17T23:52:01Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542067:2025-06-17T23:52:01Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542067:2025-06-17T23:52:01Z,13:49:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4542067:2025-06-17T23:52:01Z,14:27:00,14:31:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4542067:2025-06-17T23:52:01Z,14:41:00,14:57:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4542067:2025-06-17T23:52:01Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4542068:2025-06-17T23:52:01Z,13:24:00,13:24:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542068:2025-06-17T23:52:01Z,13:47:00,13:50:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542068:2025-06-17T23:52:01Z,14:18:00,14:21:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542068:2025-06-17T23:52:01Z,17:15:00,17:20:00,StopPoint:OCETGV INOUI-87111849,3,,0,0,
OCESN5280F4542068:2025-06-17T23:52:01Z,17:30:00,17:38:00,StopPoint:OCETGV INOUI-87271494,4,,0,0,
OCESN5280F4542068:2025-06-17T23:52:01Z,18:34:00,18:34:00,StopPoint:OCETGV INOUI-87223263,5,,1,0,
OCESN5280F4542071:2025-06-17T23:52:01Z,14:33:00,14:33:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4542071:2025-06-17T23:52:01Z,14:57:00,15:00:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4542071:2025-06-17T23:52:01Z,15:27:00,15:30:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4542071:2025-06-17T23:52:01Z,18:26:00,18:30:00,StopPoint:OCETGV INOUI-87111849,3,,0,0,
OCESN5280F4542071:2025-06-17T23:52:01Z,18:39:00,18:45:00,StopPoint:OCETGV INOUI-87271494,4,,0,0,
OCESN5280F4542071:2025-06-17T23:52:01Z,19:37:00,19:37:00,StopPoint:OCETGV INOUI-87223263,5,,1,0,
OCESN5280F4793841:2025-07-12T23:12:57Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4793841:2025-07-12T23:12:57Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4793841:2025-07-12T23:12:57Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4793841:2025-07-12T23:12:57Z,13:49:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4793841:2025-07-12T23:12:57Z,14:26:00,14:31:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4793841:2025-07-12T23:12:57Z,14:41:00,14:57:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4793841:2025-07-12T23:12:57Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4865601:2025-07-11T23:16:08Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4865601:2025-07-11T23:16:08Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4865601:2025-07-11T23:16:08Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4865601:2025-07-11T23:16:08Z,13:49:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4865601:2025-07-11T23:16:08Z,14:26:00,14:31:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4865601:2025-07-11T23:16:08Z,14:41:00,14:57:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4865601:2025-07-11T23:16:08Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5280F4936799:2025-07-17T23:13:36Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5280F4936799:2025-07-17T23:13:36Z,12:27:00,12:30:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5280F4936799:2025-07-17T23:13:36Z,12:58:00,13:01:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5280F4936799:2025-07-17T23:13:36Z,13:49:00,13:56:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5280F4936799:2025-07-17T23:13:36Z,14:26:00,14:31:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5280F4936799:2025-07-17T23:13:36Z,14:41:00,14:57:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5280F4936799:2025-07-17T23:13:36Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5284F4539374:2025-06-17T23:52:01Z,12:52:00,12:52:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN5284F4539374:2025-06-17T23:52:01Z,13:33:00,13:36:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN5284F4539374:2025-06-17T23:52:01Z,14:17:00,14:20:00,StopPoint:OCETGV INOUI-87575001,2,,0,0,
OCESN5284F4539374:2025-06-17T23:52:01Z,14:52:00,14:56:00,StopPoint:OCETGV INOUI-87571240,3,,0,0,
OCESN5284F4539374:2025-06-17T23:52:01Z,15:47:00,15:55:00,StopPoint:OCETGV INOUI-87393702,4,,0,0,
OCESN5284F4539374:2025-06-17T23:52:01Z,16:26:00,16:30:00,StopPoint:OCETGV INOUI-87111849,5,,0,0,
OCESN5284F4539374:2025-06-17T23:52:01Z,16:42:00,16:47:00,StopPoint:OCETGV INOUI-87271494,6,,0,0,
OCESN5284F4539374:2025-06-17T23:52:01Z,17:15:00,17:23:00,StopPoint:OCETGV INOUI-87313882,7,,0,0,
OCESN5284F4539374:2025-06-17T23:52:01Z,17:58:00,17:58:00,StopPoint:OCETGV INOUI-87223263,8,,1,0,
OCESN5284F4539375:2025-06-17T23:52:01Z,12:52:00,12:52:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN5284F4539375:2025-06-17T23:52:01Z,13:33:00,13:36:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN5284F4539375:2025-06-17T23:52:01Z,14:17:00,14:20:00,StopPoint:OCETGV INOUI-87575001,2,,0,0,
OCESN5284F4539375:2025-06-17T23:52:01Z,14:52:00,14:56:00,StopPoint:OCETGV INOUI-87571240,3,,0,0,
OCESN5284F4539375:2025-06-17T23:52:01Z,15:47:00,15:55:00,StopPoint:OCETGV INOUI-87393702,4,,0,0,
OCESN5284F4539375:2025-06-17T23:52:01Z,16:26:00,16:30:00,StopPoint:OCETGV INOUI-87111849,5,,0,0,
OCESN5284F4539375:2025-06-17T23:52:01Z,16:42:00,16:47:00,StopPoint:OCETGV INOUI-87271494,6,,0,0,
OCESN5284F4539375:2025-06-17T23:52:01Z,17:15:00,17:23:00,StopPoint:OCETGV INOUI-87313882,7,,0,0,
OCESN5284F4539375:2025-06-17T23:52:01Z,17:58:00,17:58:00,StopPoint:OCETGV INOUI-87223263,8,,1,0,
OCESN5284F4542073:2025-07-16T23:17:51Z,12:57:00,12:57:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN5284F4542073:2025-07-16T23:17:51Z,13:32:00,13:36:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN5284F4542073:2025-07-16T23:17:51Z,14:16:00,14:20:00,StopPoint:OCETGV INOUI-87575001,2,,0,0,
OCESN5284F4542073:2025-07-16T23:17:51Z,14:52:00,14:56:00,StopPoint:OCETGV INOUI-87571240,3,,0,0,
OCESN5284F4542073:2025-07-16T23:17:51Z,15:48:00,15:55:00,StopPoint:OCETGV INOUI-87393702,4,,0,0,
OCESN5284F4542073:2025-07-16T23:17:51Z,16:26:00,16:31:00,StopPoint:OCETGV INOUI-87111849,5,,0,0,
OCESN5284F4542073:2025-07-16T23:17:51Z,16:40:00,16:46:00,StopPoint:OCETGV INOUI-87271494,6,,0,0,
OCESN5284F4542073:2025-07-16T23:17:51Z,17:16:00,17:31:00,StopPoint:OCETGV INOUI-87313882,7,,0,0,
OCESN5284F4542073:2025-07-16T23:17:51Z,17:58:00,17:58:00,StopPoint:OCETGV INOUI-87223263,8,,1,0,
OCESN5284F4542080:2025-06-17T23:52:01Z,13:16:00,13:16:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN5284F4542080:2025-06-17T23:52:01Z,14:17:00,14:20:00,StopPoint:OCETGV INOUI-87575001,1,,0,0,
OCESN5284F4542080:2025-06-17T23:52:01Z,14:52:00,14:56:00,StopPoint:OCETGV INOUI-87571240,2,,0,0,
OCESN5284F4542080:2025-06-17T23:52:01Z,15:47:00,15:55:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5284F4542080:2025-06-17T23:52:01Z,16:26:00,16:30:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5284F4542080:2025-06-17T23:52:01Z,16:42:00,16:47:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5284F4542080:2025-06-17T23:52:01Z,17:15:00,17:23:00,StopPoint:OCETGV INOUI-87313882,6,,0,0,
OCESN5284F4542080:2025-06-17T23:52:01Z,17:58:00,17:58:00,StopPoint:OCETGV INOUI-87223263,7,,1,0,
OCESN5284F4542081:2025-06-17T23:52:01Z,13:16:00,13:16:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN5284F4542081:2025-06-17T23:52:01Z,14:17:00,14:20:00,StopPoint:OCETGV INOUI-87575001,1,,0,0,
OCESN5284F4542081:2025-06-17T23:52:01Z,14:52:00,14:56:00,StopPoint:OCETGV INOUI-87571240,2,,0,0,
OCESN5284F4542081:2025-06-17T23:52:01Z,15:47:00,15:55:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5284F4542081:2025-06-17T23:52:01Z,16:26:00,16:30:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5284F4542081:2025-06-17T23:52:01Z,16:42:00,16:47:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5284F4542081:2025-06-17T23:52:01Z,17:15:00,17:23:00,StopPoint:OCETGV INOUI-87313882,6,,0,0,
OCESN5284F4542081:2025-06-17T23:52:01Z,17:58:00,17:58:00,StopPoint:OCETGV INOUI-87223263,7,,1,0,
OCESN5284F4542082:2025-06-17T23:52:01Z,13:16:00,13:16:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
