trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN12201F4536073:2025-07-15T23:15:10Z,06:06:00,06:06:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12201F4536073:2025-07-15T23:15:10Z,06:14:00,06:17:00,StopPoint:OCETGV INOUI-87393702,1,,0,1,
OCESN12201F4536073:2025-07-15T23:15:10Z,08:14:00,08:14:00,StopPoint:OCETGV INOUI-87581009,2,,1,0,
OCESN12221F4536079:2025-06-17T23:52:01Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12221F4536079:2025-06-17T23:52:01Z,21:14:00,21:20:00,StopPoint:OCETGV INOUI-87581009,1,,0,0,
OCESN12221F4536079:2025-06-17T23:52:01Z,22:34:00,22:38:00,StopPoint:OCETGV INOUI-87586008,2,,0,0,
OCESN12221F4536079:2025-06-17T23:52:01Z,23:13:00,23:16:00,StopPoint:OCETGV INOUI-87611244,3,,0,0,
OCESN12221F4536079:2025-06-17T23:52:01Z,23:52:00,23:52:00,StopPoint:OCETGV INOUI-87611004,4,,1,0,
OCESN12221F4536083:2025-07-08T23:22:50Z,19:07:00,19:07:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12221F4536083:2025-07-08T23:22:50Z,21:14:00,21:20:00,StopPoint:OCETGV INOUI-87581009,1,,0,1,
OCESN12221F4536083:2025-07-08T23:22:50Z,22:34:00,22:38:00,StopPoint:OCETGV INOUI-87586008,2,,0,0,
OCESN12221F4536083:2025-07-08T23:22:50Z,23:13:00,23:16:00,StopPoint:OCETGV INOUI-87611244,3,,0,0,
OCESN12221F4536083:2025-07-08T23:22:50Z,23:52:00,23:52:00,StopPoint:OCETGV INOUI-87611004,4,,1,0,
OCESN12221F4536085:2025-07-08T23:22:50Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12221F4536085:2025-07-08T23:22:50Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12221F4536086:2025-06-17T23:52:01Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12221F4536086:2025-06-17T23:52:01Z,21:14:00,21:20:00,StopPoint:OCETGV INOUI-87581009,1,,0,1,
OCESN12221F4536086:2025-06-17T23:52:01Z,22:34:00,22:38:00,StopPoint:OCETGV INOUI-87586008,2,,0,0,
OCESN12221F4536086:2025-06-17T23:52:01Z,23:13:00,23:16:00,StopPoint:OCETGV INOUI-87611244,3,,0,0,
OCESN12221F4536086:2025-06-17T23:52:01Z,23:52:00,23:52:00,StopPoint:OCETGV INOUI-87611004,4,,1,0,
OCESN12221F4615685:2025-06-22T02:30:55Z,19:07:00,19:07:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12221F4615685:2025-06-22T02:30:55Z,21:14:00,21:20:00,StopPoint:OCETGV INOUI-87581009,1,,0,0,
OCESN12221F4615685:2025-06-22T02:30:55Z,22:34:00,22:38:00,StopPoint:OCETGV INOUI-87586008,2,,0,0,
OCESN12221F4615685:2025-06-22T02:30:55Z,23:13:00,23:16:00,StopPoint:OCETGV INOUI-87611244,3,,0,0,
OCESN12221F4615685:2025-06-22T02:30:55Z,23:52:00,23:52:00,StopPoint:OCETGV INOUI-87611004,4,,1,0,
OCESN12221F4890373:2025-07-13T23:08:16Z,19:07:00,19:07:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12221F4890373:2025-07-13T23:08:16Z,21:14:00,21:20:00,StopPoint:OCETGV INOUI-87581009,1,,0,0,
OCESN12221F4890373:2025-07-13T23:08:16Z,22:34:00,22:38:00,StopPoint:OCETGV INOUI-87586008,2,,0,0,
OCESN12221F4890373:2025-07-13T23:08:16Z,23:13:00,23:16:00,StopPoint:OCETGV INOUI-87611244,3,,0,0,
OCESN12221F4890373:2025-07-13T23:08:16Z,23:52:00,23:52:00,StopPoint:OCETGV INOUI-87611004,4,,1,0,
OCESN12231F4536087:2025-06-17T23:52:01Z,07:11:00,07:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12231F4536087:2025-06-17T23:52:01Z,09:14:00,09:20:00,StopPoint:OCETGV INOUI-87581009,1,,0,0,
OCESN12231F4536087:2025-06-17T23:52:01Z,10:28:00,10:32:00,StopPoint:OCETGV INOUI-87673202,2,,0,0,
OCESN12231F4536087:2025-06-17T23:52:01Z,11:03:00,11:06:00,StopPoint:OCETGV INOUI-87673004,3,,0,0,
OCESN12231F4536087:2025-06-17T23:52:01Z,11:16:00,11:19:00,StopPoint:OCETGV INOUI-87673400,4,,0,0,
OCESN12231F4536087:2025-06-17T23:52:01Z,11:32:00,11:34:00,StopPoint:OCETGV INOUI-87677120,5,,0,0,
OCESN12231F4536087:2025-06-17T23:52:01Z,11:47:00,11:47:00,StopPoint:OCETGV INOUI-87677005,6,,1,0,
OCESN12234F4938321:2025-07-17T23:13:36Z,09:28:00,09:28:00,StopPoint:OCETGV INOUI-87677005,0,,0,1,
OCESN12234F4938321:2025-07-17T23:13:36Z,09:38:00,09:40:00,StopPoint:OCETGV INOUI-87677120,1,,0,0,
OCESN12234F4938321:2025-07-17T23:13:36Z,09:50:00,09:53:00,StopPoint:OCETGV INOUI-87673400,2,,0,0,
OCESN12234F4938321:2025-07-17T23:13:36Z,10:08:00,10:11:00,StopPoint:OCETGV INOUI-87673004,3,,0,0,
OCESN12234F4938321:2025-07-17T23:13:36Z,10:43:00,10:48:00,StopPoint:OCETGV INOUI-87673202,4,,0,0,
OCESN12234F4938321:2025-07-17T23:13:36Z,12:06:00,12:12:00,StopPoint:OCETGV INOUI-87581009,5,,0,0,
OCESN12234F4938321:2025-07-17T23:13:36Z,14:26:00,14:26:00,StopPoint:OCETGV INOUI-87391003,6,,1,0,
OCESN12238F4693731:2025-06-27T23:52:54Z,13:46:00,13:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12238F4693731:2025-06-27T23:52:54Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12249F4573569:2025-06-18T23:50:29Z,16:06:00,16:06:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12249F4573569:2025-06-18T23:50:29Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12249F4772839:2025-07-03T23:12:00Z,16:06:00,16:06:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12249F4772839:2025-07-03T23:12:00Z,18:14:00,18:20:00,StopPoint:OCETGV INOUI-87581009,1,,0,0,
OCESN12249F4772839:2025-07-03T23:12:00Z,19:28:00,19:28:00,StopPoint:OCETGV INOUI-87673202,2,,1,0,
OCESN12249F4938320:2025-07-17T23:13:36Z,16:06:00,16:06:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12249F4938320:2025-07-17T23:13:36Z,18:14:00,18:20:00,StopPoint:OCETGV INOUI-87581009,1,,0,0,
OCESN12249F4938320:2025-07-17T23:13:36Z,19:28:00,19:32:00,StopPoint:OCETGV INOUI-87673202,2,,0,0,
OCESN12249F4938320:2025-07-17T23:13:36Z,20:03:00,20:06:00,StopPoint:OCETGV INOUI-87673004,3,,0,0,
OCESN12249F4938320:2025-07-17T23:13:36Z,20:16:00,20:19:00,StopPoint:OCETGV INOUI-87673400,4,,0,0,
OCESN12249F4938320:2025-07-17T23:13:36Z,20:32:00,20:35:00,StopPoint:OCETGV INOUI-87677120,5,,0,0,
OCESN12249F4938320:2025-07-17T23:13:36Z,20:47:00,20:47:00,StopPoint:OCETGV INOUI-87677005,6,,1,0,
OCESN12250F4536091:2025-07-06T23:29:46Z,08:46:00,08:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12250F4536091:2025-07-06T23:29:46Z,10:49:00,10:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12250F4536092:2025-07-06T23:29:46Z,08:46:00,08:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12250F4536092:2025-07-06T23:29:46Z,10:49:00,10:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12250F4536624:2025-07-11T23:16:08Z,08:46:00,08:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12250F4536624:2025-07-11T23:16:08Z,10:11:00,10:13:00,StopPoint:OCETGV INOUI-87571216,1,,0,0,
OCESN12250F4536624:2025-07-11T23:16:08Z,10:57:00,10:57:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12250F4536625:2025-07-06T23:29:46Z,08:46:00,08:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12250F4536625:2025-07-06T23:29:46Z,10:11:00,10:13:00,StopPoint:OCETGV INOUI-87571216,1,,0,0,
OCESN12250F4536625:2025-07-06T23:29:46Z,10:57:00,10:57:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12250F4879295:2025-07-12T23:12:57Z,08:46:00,08:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12250F4879295:2025-07-12T23:12:57Z,10:56:00,10:56:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12250F4887502:2025-07-13T23:08:16Z,08:46:00,08:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12250F4887502:2025-07-13T23:08:16Z,10:56:00,10:56:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12251F4224241:2025-07-06T23:29:46Z,07:11:00,07:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12251F4224241:2025-07-06T23:29:46Z,09:14:00,09:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12251F4918748:2025-07-16T09:45:24Z,07:03:00,07:03:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12251F4918748:2025-07-16T09:45:24Z,09:14:00,09:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12252F4536099:2025-07-06T23:29:46Z,09:46:00,09:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12252F4536099:2025-07-06T23:29:46Z,11:49:00,11:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12252F4536100:2025-07-06T23:29:46Z,09:46:00,09:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12252F4536100:2025-07-06T23:29:46Z,11:49:00,11:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12252F4536102:2025-07-06T23:29:46Z,09:46:00,09:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12252F4536102:2025-07-06T23:29:46Z,11:58:00,11:58:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12252F4536103:2025-07-06T23:29:46Z,09:46:00,09:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12252F4536103:2025-07-06T23:29:46Z,11:58:00,11:58:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12253F4535474:2025-06-17T23:52:01Z,18:47:00,18:47:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12253F4535474:2025-06-17T23:52:01Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12254F4536105:2025-07-06T23:29:46Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F4536105:2025-07-06T23:29:46Z,12:49:00,12:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F4536106:2025-07-06T23:29:46Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F4536106:2025-07-06T23:29:46Z,12:49:00,12:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F4536107:2025-07-06T23:29:46Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F4536107:2025-07-06T23:29:46Z,12:49:00,12:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F4536110:2025-07-06T23:29:46Z,10:48:00,10:48:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F4536110:2025-07-06T23:29:46Z,12:50:00,12:50:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F4536111:2025-07-06T23:29:46Z,10:48:00,10:48:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F4536111:2025-07-06T23:29:46Z,12:50:00,12:50:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F4918747:2025-07-16T09:45:24Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F4918747:2025-07-16T09:45:24Z,12:58:00,12:58:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12254F4938317:2025-07-17T23:13:36Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12254F4938317:2025-07-17T23:13:36Z,12:58:00,12:58:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12255F4535999:2025-07-06T23:29:46Z,11:11:00,11:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12255F4535999:2025-07-06T23:29:46Z,13:14:00,13:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12256F4535998:2025-07-06T23:29:46Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12256F4535998:2025-07-06T23:29:46Z,22:53:00,22:53:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12256F4606446:2025-07-06T23:29:46Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12256F4606446:2025-07-06T23:29:46Z,22:54:00,22:54:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12258F4754767:2025-07-06T23:29:46Z,13:46:00,13:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12258F4754767:2025-07-06T23:29:46Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12259F4535994:2025-07-06T23:29:46Z,12:11:00,12:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12259F4535994:2025-07-06T23:29:46Z,14:14:00,14:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12259F4938316:2025-07-17T23:13:36Z,12:06:00,12:06:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12259F4938316:2025-07-17T23:13:36Z,14:23:00,14:23:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12260F4535982:2025-07-06T23:29:46Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F4535982:2025-07-06T23:29:46Z,15:26:00,15:29:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F4535982:2025-07-06T23:29:46Z,17:17:00,17:17:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F4535983:2025-07-06T23:29:46Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F4535983:2025-07-06T23:29:46Z,15:26:00,15:29:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F4535983:2025-07-06T23:29:46Z,17:17:00,17:17:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F4535984:2025-07-06T23:29:46Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F4535984:2025-07-06T23:29:46Z,15:26:00,15:29:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F4535984:2025-07-06T23:29:46Z,17:17:00,17:17:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F4535985:2025-07-06T23:29:46Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F4535985:2025-07-06T23:29:46Z,15:21:00,15:24:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F4535985:2025-07-06T23:29:46Z,17:16:00,17:16:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F4535986:2025-07-06T23:29:46Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F4535986:2025-07-06T23:29:46Z,15:21:00,15:24:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F4535986:2025-07-06T23:29:46Z,17:16:00,17:16:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F4535987:2025-07-06T23:29:46Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F4535987:2025-07-06T23:29:46Z,15:21:00,15:24:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F4535987:2025-07-06T23:29:46Z,17:16:00,17:16:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F4535988:2025-07-06T23:29:46Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F4535988:2025-07-06T23:29:46Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12260F4535989:2025-07-06T23:29:46Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F4535989:2025-07-06T23:29:46Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12260F4535990:2025-07-06T23:29:46Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F4535990:2025-07-06T23:29:46Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12260F4535991:2025-07-06T23:29:46Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F4535991:2025-07-06T23:29:46Z,15:27:00,15:31:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F4535991:2025-07-06T23:29:46Z,17:18:00,17:18:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12261F4224208:2025-07-06T23:29:46Z,15:07:00,15:07:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F4224208:2025-07-06T23:29:46Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F4535978:2025-07-06T23:29:46Z,15:07:00,15:07:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F4535978:2025-07-06T23:29:46Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F4535979:2025-07-06T23:29:46Z,15:07:00,15:07:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F4535979:2025-07-06T23:29:46Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F4535980:2025-07-06T23:29:46Z,15:07:00,15:07:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F4535980:2025-07-06T23:29:46Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F4807371:2025-07-06T23:29:46Z,15:01:00,15:01:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F4807371:2025-07-06T23:29:46Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F4887501:2025-07-13T23:08:16Z,15:01:00,15:01:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F4887501:2025-07-13T23:08:16Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F4918744:2025-07-16T09:45:24Z,15:01:00,15:01:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F4918744:2025-07-16T09:45:24Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F4938314:2025-07-17T23:13:36Z,15:01:00,15:01:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F4938314:2025-07-17T23:13:36Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12262F4905878:2025-07-15T23:15:10Z,19:38:00,19:38:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12262F4905878:2025-07-15T23:15:10Z,20:20:00,20:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12262F4905878:2025-07-15T23:15:10Z,21:30:00,21:34:00,StopPoint:OCETGV INOUI-87571240,2,,0,0,
OCESN12262F4905878:2025-07-15T23:15:10Z,22:35:00,22:35:00,StopPoint:OCETGV INOUI-87391003,3,,1,0,
OCESN12263F4224445:2025-07-06T23:29:46Z,16:11:00,16:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12263F4224445:2025-07-06T23:29:46Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12264F4535970:2025-07-06T23:29:46Z,12:12:00,12:12:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12264F4535970:2025-07-06T23:29:46Z,14:16:00,14:16:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12264F4887500:2025-07-13T23:08:16Z,12:12:00,12:12:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12264F4887500:2025-07-13T23:08:16Z,14:24:00,14:24:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12265F4535967:2025-07-06T23:29:46Z,14:05:00,14:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12265F4535967:2025-07-06T23:29:46Z,14:14:00,14:17:00,StopPoint:OCETGV INOUI-87393702,1,,0,1,
OCESN12265F4535967:2025-07-06T23:29:46Z,16:14:00,16:14:00,StopPoint:OCETGV INOUI-87581009,2,,1,0,
OCESN12266F4535962:2025-07-06T23:29:46Z,17:46:00,17:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12266F4535962:2025-07-06T23:29:46Z,20:07:00,20:07:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12266F4535964:2025-07-06T23:29:46Z,17:46:00,17:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12266F4535964:2025-07-06T23:29:46Z,19:49:00,19:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12266F4535965:2025-07-06T23:29:46Z,17:46:00,17:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12266F4535965:2025-07-06T23:29:46Z,19:49:00,19:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12266F4887499:2025-07-13T23:08:16Z,17:46:00,17:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12266F4887499:2025-07-13T23:08:16Z,20:05:00,20:05:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12266F4938313:2025-07-17T23:13:36Z,17:40:00,17:40:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12266F4938313:2025-07-17T23:13:36Z,19:50:00,19:50:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12267F3830443:2025-07-06T23:29:46Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F3830443:2025-07-06T23:29:46Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F3830446:2025-07-06T23:29:46Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F3830446:2025-07-06T23:29:46Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F4535956:2025-07-06T23:29:46Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F4535956:2025-07-06T23:29:46Z,19:17:00,19:17:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F4535957:2025-07-06T23:29:46Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F4535957:2025-07-06T23:29:46Z,19:17:00,19:17:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F4887498:2025-07-13T23:08:16Z,17:09:00,17:09:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F4887498:2025-07-13T23:08:16Z,19:17:00,19:17:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F4938312:2025-07-17T23:13:36Z,17:09:00,17:09:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F4938312:2025-07-17T23:13:36Z,19:17:00,19:17:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12268F3891579:2025-07-06T23:29:46Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12268F3891579:2025-07-06T23:29:46Z,14:49:00,14:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12268F4279806:2025-07-06T23:29:46Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12268F4279806:2025-07-06T23:29:46Z,14:49:00,14:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12268F4285918:2025-07-06T23:29:46Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12268F4285918:2025-07-06T23:29:46Z,14:49:00,14:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12268F4535953:2025-07-06T23:29:46Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12268F4535953:2025-07-06T23:29:46Z,14:56:00,14:56:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12268F4905877:2025-07-15T23:15:10Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12268F4905877:2025-07-15T23:15:10Z,14:56:00,14:56:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12268F4938311:2025-07-17T23:13:36Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12268F4938311:2025-07-17T23:13:36Z,14:56:00,14:56:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12269F4938310:2025-07-17T23:13:36Z,07:52:00,07:52:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12269F4938310:2025-07-17T23:13:36Z,09:17:00,09:20:00,StopPoint:OCETGV INOUI-87575001,1,,0,0,
OCESN12269F4938310:2025-07-17T23:13:36Z,10:18:00,10:18:00,StopPoint:OCETGV INOUI-87581009,2,,1,0,
OCESN12270F4535949:2025-07-06T23:29:46Z,19:46:00,19:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12270F4535949:2025-07-06T23:29:46Z,21:49:00,21:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12270F4938309:2025-07-17T23:13:36Z,19:46:00,19:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12270F4938309:2025-07-17T23:13:36Z,21:56:00,21:56:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12271F4535946:2025-07-06T23:29:46Z,18:11:00,18:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12271F4535946:2025-07-06T23:29:46Z,20:14:00,20:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
