route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000755,OCESN5306F4542130:2025-06-20T00:18:59Z,5306,0,1320,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000046,OCESN5306F4542131:2025-06-20T00:18:59Z,5306,0,1321,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000756,OCESN5306F4542132:2025-06-17T23:52:01Z,5306,0,1322,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000757,OCESN5306F4542133:2025-06-17T23:52:01Z,5306,0,1323,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000003,OCESN5306F4542134:2025-06-17T23:52:01Z,5306,0,1324,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000119,OCESN5306F4542136:2025-06-17T23:52:01Z,5306,0,1325,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000055,OCESN5306F4542137:2025-06-17T23:52:01Z,5306,0,1326,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000758,OCESN5306F4591163:2025-06-20T00:18:59Z,5306,0,1327,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000174,OCESN5306F4591164:2025-06-20T00:18:59Z,5306,0,1328,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000187,OCESN5306F4878233:2025-07-12T23:12:57Z,5306,0,1329,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000759,OCESN5306F4917282:2025-07-16T09:45:24Z,5306,0,1330,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000760,OCESN5306F4936797:2025-07-17T23:13:36Z,5306,0,1331,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000314,OCESN5316F4513822:2025-06-17T23:52:01Z,5316,1,1332,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000761,OCESN5316F4542138:2025-06-17T23:52:01Z,5316,1,1333,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000469,OCESN5316F4542141:2025-06-17T23:52:01Z,5316,1,1334,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000762,OCESN5316F4542142:2025-06-17T23:52:01Z,5316,1,1335,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000763,OCESN5316F4542144:2025-06-24T00:10:55Z,5316,1,1336,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000764,OCESN5316F4542145:2025-06-24T00:10:55Z,5316,1,1337,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000765,OCESN5316F4542146:2025-06-17T23:52:01Z,5316,1,1338,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000220,OCESN5316F4542151:2025-06-17T23:52:01Z,5316,1,1339,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000766,OCESN5316F4590112:2025-06-20T00:18:59Z,5316,1,1340,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000767,OCESN5316F4590113:2025-06-20T00:18:59Z,5316,1,1341,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000768,OCESN5316F4634187:2025-06-24T00:10:55Z,5316,1,1342,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000769,OCESN5316F4779269:2025-07-04T23:11:59Z,5316,1,1343,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000770,OCESN5316F4878232:2025-07-12T23:12:57Z,5316,1,1344,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000771,OCESN5316F4936796:2025-07-17T23:13:36Z,5316,1,1345,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000772,OCESN5320F4542156:2025-06-17T23:52:01Z,5320,0,1346,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000773,OCESN5320F4542157:2025-06-17T23:52:01Z,5320,0,1347,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000774,OCESN5320F4865596:2025-07-11T23:16:08Z,5320,0,1348,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000775,OCESN5320F4936795:2025-07-17T23:13:36Z,5320,0,1349,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000208,OCESN5326F4542158:2025-06-17T23:52:01Z,5326,1,1350,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000184,OCESN5326F4542160:2025-06-17T23:52:01Z,5326,1,1351,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000776,OCESN5326F4542161:2025-06-17T23:52:01Z,5326,1,1352,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000081,OCESN5326F4542163:2025-06-17T23:52:01Z,5326,1,1353,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000777,OCESN5326F4542164:2025-06-17T23:52:01Z,5326,1,1354,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000778,OCESN5326F4886626:2025-07-13T23:08:16Z,5326,1,1355,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000779,OCESN5332F4534358:2025-06-17T23:52:01Z,5332,0,1356,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000153,OCESN5332F4542169:2025-06-17T23:52:01Z,5332,0,1357,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000780,OCESN5332F4542171:2025-06-20T00:18:59Z,5332,0,1358,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000142,OCESN5332F4542172:2025-06-17T23:52:01Z,5332,0,1359,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000781,OCESN5332F4542173:2025-06-17T23:52:01Z,5332,0,1360,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000782,OCESN5332F4542174:2025-06-20T00:18:59Z,5332,0,1361,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000709,OCESN5332F4542175:2025-06-17T23:52:01Z,5332,0,1362,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000615,OCESN5332F4591165:2025-06-20T00:18:59Z,5332,0,1363,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000664,OCESN5332F4591166:2025-06-20T00:18:59Z,5332,0,1364,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000627,OCESN5332F4591167:2025-06-20T00:18:59Z,5332,0,1365,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000783,OCESN5332F4614206:2025-06-25T00:13:18Z,5332,0,1366,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000784,OCESN5332F4624802:2025-06-23T02:35:07Z,5332,0,1367,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000134,OCESN5332F4647202:2025-06-25T00:13:18Z,5332,0,1368,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000133,OCESN5332F4647203:2025-06-25T00:13:18Z,5332,0,1369,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000785,OCESN5332F4647204:2025-06-25T00:13:18Z,5332,0,1370,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000017,OCESN5332F4647205:2025-06-25T00:13:18Z,5332,0,1371,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000786,OCESN5332F4886624:2025-07-13T23:08:16Z,5332,0,1372,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000787,OCESN5332F4917279:2025-07-16T09:45:24Z,5332,0,1373,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000788,OCESN5332F4936794:2025-07-17T23:13:36Z,5332,0,1374,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000789,OCESN5336F4542183:2025-06-18T23:50:29Z,5336,0,1375,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000413,OCESN5336F4542186:2025-06-17T23:52:01Z,5336,0,1376,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000790,OCESN5336F4574479:2025-06-18T23:50:29Z,5336,0,1377,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000139,OCESN5336F4574480:2025-06-18T23:50:29Z,5336,0,1378,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000142,OCESN5336F4591168:2025-07-10T23:16:05Z,5336,0,1379,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000153,OCESN5336F4719113:2025-06-30T23:30:32Z,5336,0,1380,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000791,OCESN5336F4793836:2025-07-05T23:09:20Z,5336,0,1381,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000786,OCESN5336F4886623:2025-07-13T23:08:16Z,5336,0,1382,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000792,OCESN5336F4895297:2025-07-14T23:17:01Z,5336,0,1383,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000010,OCESN5336F4904736:2025-07-15T23:15:10Z,5336,0,1384,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000339,OCESN5336F4936793:2025-07-17T23:13:36Z,5336,0,1385,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000793,OCESN5338F4542188:2025-06-17T23:52:01Z,5338,0,1386,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000794,OCESN5338F4542189:2025-06-17T23:52:01Z,5338,0,1387,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000795,OCESN5338F4917277:2025-07-16T09:45:24Z,5338,0,1388,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000796,OCESN5338F4936792:2025-07-17T23:13:36Z,5338,0,1389,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000153,OCESN5342F4542190:2025-06-17T23:52:01Z,5342,0,1390,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000413,OCESN5346F4542191:2025-06-17T23:52:01Z,5346,0,1391,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000153,OCESN5346F4719111:2025-06-30T23:30:32Z,5346,0,1392,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000797,OCESN5351F4542194:2025-06-17T23:52:01Z,5351,1,1393,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000655,OCESN5351F4542195:2025-06-17T23:52:01Z,5351,1,1394,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000133,OCESN5351F4542196:2025-06-17T23:52:01Z,5351,1,1395,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000798,OCESN5351F4917276:2025-07-16T09:45:24Z,5351,1,1396,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000799,OCESN5351F4936791:2025-07-17T23:13:36Z,5351,1,1397,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000800,OCESN5354F3836313:2025-07-04T23:11:59Z,5354,1,1398,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000801,OCESN5354F4542199:2025-06-17T23:52:01Z,5354,1,1399,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000802,OCESN5354F4542200:2025-06-17T23:52:01Z,5354,1,1400,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000134,OCESN5354F4542201:2025-06-17T23:52:01Z,5354,1,1401,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000231,OCESN5354F4759021:2025-07-02T23:28:40Z,5354,1,1402,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000803,OCESN5354F4779264:2025-07-04T23:11:59Z,5354,1,1403,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000804,OCESN5354F4917275:2025-07-16T09:45:24Z,5354,1,1404,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000805,OCESN5354F4936790:2025-07-17T23:13:36Z,5354,1,1405,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000806,OCESN5358F4542203:2025-06-17T23:52:01Z,5358,1,1406,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000700,OCESN5358F4542204:2025-06-17T23:52:01Z,5358,1,1407,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000807,OCESN5358F4542205:2025-06-17T23:52:01Z,5358,1,1408,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000808,OCESN5358F4542206:2025-06-17T23:52:01Z,5358,1,1409,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000809,OCESN5358F4936789:2025-07-17T23:13:36Z,5358,1,1410,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000413,OCESN5362F4542207:2025-06-17T23:52:01Z,5362,1,1411,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000802,OCESN5366F4542209:2025-06-17T23:52:01Z,5366,0,1412,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000801,OCESN5366F4542210:2025-06-17T23:52:01Z,5366,0,1413,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000413,OCESN5368F4709593:2025-06-29T23:21:00Z,5368,1,1414,
FR:Line::3544567F-7F17-4253-85BB-D1E6A7B27A9A:,000153,OCESN5368F4719107:2025-06-30T23:30:32Z,5368,1,1415,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000810,OCESN5376F3893139:2025-06-17T23:52:01Z,5376,0,1416,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000811,OCESN5376F3893141:2025-06-17T23:52:01Z,5376,0,1417,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000768,OCESN5376F4503394:2025-06-17T23:52:01Z,5376,0,1418,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000812,OCESN5376F4542213:2025-06-17T23:52:01Z,5376,0,1419,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000153,OCESN5376F4542216:2025-06-17T23:52:01Z,5376,0,1420,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000813,OCESN5376F4542217:2025-06-17T23:52:01Z,5376,0,1421,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000593,OCESN5376F4542218:2025-06-17T23:52:01Z,5376,0,1422,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000814,OCESN5376F4542219:2025-06-17T23:52:01Z,5376,0,1423,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000134,OCESN5376F4542221:2025-06-17T23:52:01Z,5376,0,1424,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000055,OCESN5376F4542222:2025-06-17T23:52:01Z,5376,0,1425,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000815,OCESN5376F4553497:2025-06-17T23:52:01Z,5376,0,1426,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000720,OCESN5376F4553498:2025-06-17T23:52:01Z,5376,0,1427,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000816,OCESN5376F4779262:2025-07-04T23:11:59Z,5376,0,1428,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000817,OCESN5376F4878222:2025-07-12T23:12:57Z,5376,0,1429,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000818,OCESN5376F4917272:2025-07-16T09:45:24Z,5376,0,1430,
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,000819,OCESN5376F4936787:2025-07-17T23:13:36Z,5376,0,1431,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000133,OCESN5380F4542225:2025-06-17T23:52:01Z,5380,1,1432,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000655,OCESN5380F4542226:2025-06-17T23:52:01Z,5380,1,1433,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000797,OCESN5380F4878221:2025-07-12T23:12:57Z,5380,1,1434,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000820,OCESN5380F4936786:2025-07-17T23:13:36Z,5380,1,1435,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000821,OCESN5382F4542229:2025-06-17T23:52:01Z,5382,1,1436,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000822,OCESN5382F4542230:2025-06-17T23:52:01Z,5382,1,1437,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000132,OCESN5382F4542231:2025-06-17T23:52:01Z,5382,1,1438,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000055,OCESN5382F4542232:2025-06-17T23:52:01Z,5382,1,1439,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000413,OCESN5382F4542235:2025-06-17T23:52:01Z,5382,1,1440,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000613,OCESN5382F4614197:2025-06-22T02:30:55Z,5382,1,1441,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000134,OCESN5382F4634186:2025-06-24T00:10:55Z,5382,1,1442,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000823,OCESN5382F4886615:2025-07-13T23:08:16Z,5382,1,1443,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000824,OCESN5382F4896913:2025-07-14T23:17:01Z,5382,1,1444,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000825,OCESN5382F4939181:2025-07-17T23:13:36Z,5382,1,1445,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000826,OCESN5386F4542244:2025-06-29T23:21:00Z,5386,1,1446,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000779,OCESN5386F4542245:2025-06-17T23:52:01Z,5386,1,1447,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000142,OCESN5386F4542246:2025-06-17T23:52:01Z,5386,1,1448,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000572,OCESN5386F4591170:2025-06-20T00:18:59Z,5386,1,1449,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000827,OCESN5386F4895291:2025-07-14T23:17:01Z,5386,1,1450,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000828,OCESN5386F4904730:2025-07-15T23:15:10Z,5386,1,1451,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000829,OCESN5386F4917270:2025-07-16T09:45:24Z,5386,1,1452,
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,000830,OCESN5386F4936785:2025-07-17T23:13:36Z,5386,1,1453,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000831,OCESN5440F3893152:2025-03-20T23:38:41Z,5440,0,1454,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000832,OCESN5440F3916536:2025-03-20T23:38:41Z,5440,0,1455,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000352,OCESN5440F4541174:2025-07-12T23:12:57Z,5440,0,1456,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000833,OCESN5440F4542265:2025-07-05T23:09:20Z,5440,0,1457,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000834,OCESN5440F4542266:2025-06-17T23:52:01Z,5440,0,1458,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000835,OCESN5440F4542267:2025-06-17T23:52:01Z,5440,0,1459,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000836,OCESN5440F4542268:2025-06-17T23:52:01Z,5440,0,1460,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000837,OCESN5440F4542269:2025-06-17T23:52:01Z,5440,0,1461,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000838,OCESN5440F4542270:2025-06-17T23:52:01Z,5440,0,1462,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000839,OCESN5440F4542271:2025-06-17T23:52:01Z,5440,0,1463,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000039,OCESN5440F4542272:2025-06-17T23:52:01Z,5440,0,1464,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000134,OCESN5440F4542273:2025-06-17T23:52:01Z,5440,0,1465,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000706,OCESN5440F4542274:2025-06-17T23:52:01Z,5440,0,1466,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000005,OCESN5440F4542275:2025-06-17T23:52:01Z,5440,0,1467,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000840,OCESN5440F4542276:2025-06-17T23:52:01Z,5440,0,1468,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000841,OCESN5440F4542277:2025-06-17T23:52:01Z,5440,0,1469,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000842,OCESN5440F4542278:2025-06-17T23:52:01Z,5440,0,1470,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000843,OCESN5440F4542282:2025-06-17T23:52:01Z,5440,0,1471,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000844,OCESN5440F4542283:2025-06-17T23:52:01Z,5440,0,1472,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000845,OCESN5440F4542284:2025-06-17T23:52:01Z,5440,0,1473,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000846,OCESN5440F4542285:2025-06-17T23:52:01Z,5440,0,1474,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000847,OCESN5440F4542286:2025-06-17T23:52:01Z,5440,0,1475,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000655,OCESN5440F4542289:2025-06-17T23:52:01Z,5440,0,1476,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000154,OCESN5440F4542290:2025-06-17T23:52:01Z,5440,0,1477,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000153,OCESN5440F4542291:2025-06-17T23:52:01Z,5440,0,1478,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000665,OCESN5440F4542292:2025-07-05T23:09:20Z,5440,0,1479,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000413,OCESN5440F4542293:2025-06-17T23:52:01Z,5440,0,1480,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000469,OCESN5440F4542294:2025-06-17T23:52:01Z,5440,0,1481,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000666,OCESN5440F4799073:2025-07-05T23:09:20Z,5440,0,1482,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000848,OCESN5440F4799074:2025-07-05T23:09:20Z,5440,0,1483,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000849,OCESN5440F4895289:2025-07-14T23:17:01Z,5440,0,1484,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000850,OCESN5444F4542296:2025-06-17T23:52:01Z,5444,0,1485,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000055,OCESN5444F4542297:2025-06-17T23:52:01Z,5444,0,1486,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000851,OCESN5444F4542298:2025-07-15T23:15:10Z,5444,0,1487,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000831,OCESN5444F4542299:2025-06-17T23:52:01Z,5444,0,1488,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000153,OCESN5444F4542300:2025-06-17T23:52:01Z,5444,0,1489,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000662,OCESN5450F4542301:2025-06-17T23:52:01Z,5450,1,1490,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000055,OCESN5450F4542302:2025-06-17T23:52:01Z,5450,1,1491,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000852,OCESN5450F4542304:2025-06-17T23:52:01Z,5450,1,1492,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000192,OCESN5450F4542305:2025-06-17T23:52:01Z,5450,1,1493,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000153,OCESN5450F4542306:2025-06-17T23:52:01Z,5450,1,1494,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000853,OCESN5450F4904728:2025-07-15T23:15:10Z,5450,1,1495,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000854,OCESN5454F4542307:2025-06-17T23:52:01Z,5454,1,1496,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000855,OCESN5454F4542308:2025-06-17T23:52:01Z,5454,1,1497,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000856,OCESN5454F4542309:2025-06-17T23:52:01Z,5454,1,1498,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000857,OCESN5454F4542310:2025-06-17T23:52:01Z,5454,1,1499,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000858,OCESN5454F4542311:2025-06-17T23:52:01Z,5454,1,1500,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000859,OCESN5454F4542312:2025-07-05T23:09:20Z,5454,1,1501,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000153,OCESN5454F4542315:2025-06-17T23:52:01Z,5454,1,1502,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000413,OCESN5454F4542316:2025-06-17T23:52:01Z,5454,1,1503,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000860,OCESN5454F4542317:2025-06-17T23:52:01Z,5454,1,1504,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000005,OCESN5454F4542318:2025-06-17T23:52:01Z,5454,1,1505,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000408,OCESN5454F4542322:2025-07-15T23:15:10Z,5454,1,1506,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000786,OCESN5454F4542323:2025-07-12T23:12:57Z,5454,1,1507,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000072,OCESN5454F4542326:2025-06-17T23:52:01Z,5454,1,1508,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000475,OCESN5454F4542328:2025-06-17T23:52:01Z,5454,1,1509,
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,000139,OCESN5454F4542329:2025-06-17T23:52:01Z,5454,1,1510,
